no,category,color,도로명전체주소,brand,상세영업상태명,소재지전체주소,영업상태명,openDate,closeDate,latitude,longitude
156,cafe,purple,"인천광역시 연수구 송도국제대로 123 (송도동, 현대프리미엄아울렛 지하1층)",파머스애플(Farmer's apple),폐업,인천광역시 연수구 송도동 168-1번지 현대프리미엄아울렛 지하1층 ,폐업,20160418,20170501,37.3848777,126.6587343
157,cafe,purple,"인천광역시 연수구 송도국제대로 123 (송도동, 현대프리미엄아울렛 지하1층)",씨27(C27),영업,인천광역시 연수구 송도동 168-1번지 현대프리미엄아울렛 지하1층 ,운영중,20160418,,37.3848777,126.6587343
158,cafe,purple,"인천광역시 연수구 송도국제대로 123 (송도동, 현대프리미엄아울렛 지하1층)",전구스무디,폐업,인천광역시 연수구 송도동 168-1번지 현대프리미엄아울렛 지하1층 ,폐업,20160418,20171204,37.3848777,126.6587343
159,cafe,purple,"인천광역시 연수구 해돋이로 104, 106,107호 (송도동)",스위트코드(SWEET CODE),영업,"인천광역시 연수구 송도동 3-24번지 106,107호 ",운영중,20161226,,37.3914678,126.6508818
160,cafe,purple,"인천광역시 연수구 송도문화로28번길 28, 203동 지상2층 215호 (송도동, 글로벌캠퍼스푸르지오)",토프레소 송도캠퍼스타운점,영업,인천광역시 연수구 송도동 190-2번지 글로벌캠퍼스푸르지오 203동 215호,운영중,20140310,,37.3772435,126.6546055
161,cafe,purple,"인천광역시 연수구 첨단대로 107, 1층 (송도동)",삼성웰스토리(주) 바이오로직스 송도카페,영업,인천광역시 연수구 송도동 201-2번지 1층 ,운영중,20121112,,37.367123,126.6581449
162,cafe,purple,"인천광역시 연수구 해돋이로 168, 지상1층 101호 (송도동, 혜인프라자)",잇브레드,폐업,인천광역시 연수구 송도동 21-13번지 혜인프라자 101호,폐업,20140102,20161227,37.3909843,126.6508366
163,cafe,purple,"인천광역시 연수구 해돋이로 114 (송도동,연성프라자 지상1층(106호))",세이지(saige),폐업,인천광역시 연수구 송도동 3-29번지 연성프라자 지상1층(106호) ,폐업,20110825,20140722,37.3922988,126.6495649
164,cafe,purple,"인천광역시 연수구 송도과학로 85, 지상1층 (송도동, 연세대학교2기숙사)",삼성웰스토리(주)연세대2기숙사카페,영업,인천광역시 연수구 송도동 162-1번지 연세대학교2기숙사 지상1층 ,운영중,20140317,,37.3825244,126.6711298
165,cafe,purple,"인천광역시 연수구 컨벤시아대로 126, 165호 (송도동, 송도푸르지오월드마크8단지)",캣앤라인디저트카페,폐업,인천광역시 연수구 송도동 22-22번지 송도푸르지오월드마크8단지 165호 ,폐업,20130201,20161025,37.3926511,126.6452345
166,cafe,purple,"인천광역시 연수구 해돋이로84번길 30, 상가동 지상1층 107호 (송도동, 금호어울림)",카페아이드림(Cafe I Dream),영업,인천광역시 연수구 송도동 3-38번지 금호어울림 상가동 107호,운영중,20140521,,37.3915716,126.6561244
167,cafe,purple,"인천광역시 연수구 컨벤시아대로42번길 61, 817동 지상1층 106호 (송도동, 송도더샵그린애비뉴)",미쓰추로스 송도점,폐업,인천광역시 연수구 송도동 16-7번지 송도더샵그린애비뉴 817동 106호,폐업,20140724,20160705,37.4021128,126.6455857
168,cafe,purple,"인천광역시 연수구 센트럴로 232 (송도동, 센트럴파크1 E동 142호, 143호, 161호, 162호)",드롭탑 송도센트럴파크점,폐업,"인천광역시 연수구 송도동 23-3번지 센트럴파크1 E동 142호, 143호, 161호, 162호 ",폐업,20120423,20151117,37.3968551,126.6376186
169,cafe,purple,"인천광역시 연수구 하모니로36번길 19 (송도동, 은하프라자A동 101호 일부)",거성,폐업,인천광역시 연수구 송도동 3-14번지 은하프라자A동 101호 일부 ,폐업,20140728,20150513,37.4021128,126.6455857
170,cafe,purple,"인천광역시 연수구 신송로 121 (송도동, 센타프라자 119호)",커피아바,영업,인천광역시 연수구 송도동 3-4번지 센타프라자 119호 ,운영중,20130717,,37.3954504,126.6516179
171,cafe,purple,"인천광역시 연수구 컨벤시아대로 81, 314호 (송도동, 드림씨티)",도그의 하루,영업,인천광역시 연수구 송도동 3-2번지 드림씨티 314호,운영중,20140319,,37.3949014,126.6501562
172,cafe,purple,"인천광역시 연수구 송도문화로28번길 28, 203동 지상2층 220호 (송도동, 글로벌캠퍼스푸르지오)",이디야커피(송도글로벌캠퍼스점),영업,인천광역시 연수구 송도동 190-2번지 글로벌캠퍼스푸르지오 203동 220호,운영중,20140320,,37.3772435,126.6546055
173,cafe,purple,"인천광역시 연수구 인천타워대로 323, A동 지상4층 4-1호 (송도동, 송도센트로드)",세종에프앤에스(주) 보다카페,폐업,인천광역시 연수구 송도동 30-3번지 외 1필지 송도센트로드 A동 4-1호,폐업,20140523,20150331,37.3994143,126.6297563
174,cafe,purple,"인천광역시 연수구 인천타워대로54번길 3 (송도동, 메트로프라자 101호)",커피식스 송도점,폐업,인천광역시 연수구 송도동 9-26번지 메트로프라자 101호 ,폐업,20150202,20150226,37.378546,126.645671
175,cafe,purple,"인천광역시 연수구 첨단대로 125 (송도동, 삼성바이오로직스 생산시설 커뮤니티센터 1층)",커피앤(Coffee&),폐업,인천광역시 연수구 송도동 201-2번지 삼성바이오로직스 생산시설 커뮤니티센터 1층 ,폐업,20150213,20170303,37.3659723,126.6524888
176,cafe,purple,"인천광역시 연수구 송도과학로 100 (송도동, 포스코R&D센터 1층)",카페그랑  포스코 R&D센터점,영업,인천광역시 연수구 송도동 180-1번지 포스코R&D센터 1층 ,운영중,20130430,,37.3784449,126.6689696
177,cafe,purple,"인천광역시 연수구 인천타워대로 241, 지상6층 (송도동, (주)포스코건설사옥)",(주)아워홈 포스코건설송도점,영업,인천광역시 연수구 송도동 36번지 (주)포스코건설사옥 지상6층 ,운영중,20140702,,37.3923813,126.6343067
178,cafe,purple,"인천광역시 연수구 인천타워대로 323 (송도동, 센트로드 상가동 D 139호)",요일,폐업,인천광역시 연수구 송도동 30-3번지 센트로드 상가동 D 139호 ,폐업,20130605,20171229,37.3985217,126.6300919
179,cafe,purple,"인천광역시 연수구 해돋이로 107, E동 지상1층 13호 (송도동, 송도더샵퍼스트월드)",카페 스페라타,폐업,인천광역시 연수구 송도동 4-1번지 송도더샵퍼스트월드 E동 13호,폐업,20141215,20171106,37.3910848,126.6480396
180,cafe,purple,"인천광역시 연수구 센트럴로 123, 지상1층 (송도동, 송도컨벤시아(제2전시장 내))",티앤에프,폐업,인천광역시 연수구 송도동 6-1번지 송도컨벤시아(제2전시장 내) ,폐업,20141215,20150302,37.3881259,126.6460025
181,cafe,purple,"인천광역시 연수구 센트럴로 123, 지상1층 (송도동, 송도컨벤시아 전시장내)",라메르,폐업,인천광역시 연수구 송도동 6-1번지 송도컨벤시아 전시장내 ,폐업,20150303,20150320,37.3881259,126.6460025
182,cafe,purple,"인천광역시 연수구 센트럴로 123, 지상1층 (송도동, 송도컨벤시아 전시장내)",라메르,폐업,"인천광역시 연수구 송도동 6-1번지 송도컨벤시아 전시장내, 지상1층 ",폐업,20150303,20160819,37.3881259,126.6460025
183,cafe,purple,"인천광역시 연수구 송도문화로28번길 28, 201동 지상2층 205,206호 (송도동, 글로벌캠퍼스푸르지오)",더디저트카페,영업,"인천광역시 연수구 송도동 190-2번지 글로벌캠퍼스푸르지오 지상2층 205호,206호 201동 ",운영중,20150304,,37.3772435,126.6546055
184,cafe,purple,"인천광역시 연수구 해돋이로 107 (송도동,더�俟蚌뵈�월드 G동 128호 지상2층)",현대스포렉스커피,폐업,인천광역시 연수구 송도동 4-1번지 더�俟蚌뵈�월드 G동 128호 지상2층 ,폐업,20110304,20141230,37.3910848,126.6480396
185,cafe,purple,"인천광역시 연수구 센트럴로 194 (송도동, 센트럴파크 A동 106호)",하라롤 송도점,폐업,인천광역시 연수구 송도동 23-4번지 센트럴파크 A동 106호 ,폐업,20150105,20160926,37.393689,126.6418962
186,cafe,purple,"인천광역시 연수구 인천타워대로54번길 9, 지상1층 103호 (송도동, 에몬스프라자)",요거프레소(송도지식정보단지점),영업,인천광역시 연수구 송도동 9-19번지 에몬스프라자 103호,운영중,20141020,,37.3788896,126.6460929
187,cafe,purple,"인천광역시 연수구 센트럴로 123 (송도동,송도컨벤시아 지상1층)",라메르,폐업,인천광역시 연수구 송도동 6-1번지 송도컨벤시아 지상1층 ,폐업,20110617,20160819,37.3891199,126.6461628
188,cafe,purple,"인천광역시 연수구 컨벤시아대로 100 (송도동,602동 148호 지상1층)",뤼(RUE)75003,폐업,인천광역시 연수구 송도동 21-65번지 602동 148호 지상1층 ,폐업,20110427,20120918,37.3943319,126.647307
189,cafe,purple,"인천광역시 연수구 컨벤시아대로 60 (송도동,송도푸르지오월드마크 2단지 108호 (지상1층))",리즈홈(Lizhome),폐업,인천광역시 연수구 송도동 20-23번지 송도푸르지오월드마크 2단지 108호 (지상1층) ,폐업,20110509,20151012,37.395753,126.64898
190,cafe,purple,"인천광역시 연수구 해돋이로120번길 23 (송도동,아크리아2 102호,103호(지상1층))",파스쿠찌 송도점,폐업,"인천광역시 연수구 송도동 3-7번지 아크리아2 102호,103호(지상1층) ",폐업,20110318,20140312,37.3941422,126.6508158
191,cafe,purple,"인천광역시 연수구 아트센터대로 149 (송도동,커넬워크 D1 101동 106호(지상1층))",제이슨 커피,폐업,인천광역시 연수구 송도동 23-1번지 커넬워크 D1 101동 106호(지상1층) ,폐업,20100709,20160215,37.3978937,126.6353511
192,cafe,purple,"인천광역시 연수구 컨벤시아대로 69 (송도동,송도밀레니엄 414호(지상4층))",커피브레이크,폐업,인천광역시 연수구 송도동 3-1번지 송도밀레니엄 414호(지상4층) ,폐업,20100211,20160629,37.3955795,126.6511239
193,cafe,purple,"인천광역시 연수구 해돋이로 112 (송도동,지상 3층 (302호))",카페뭉크,폐업,인천광역시 연수구 송도동 3-28번지 지상 3층 (302호) ,폐업,20100510,20121227,37.3919256,126.6479419
194,cafe,purple,"인천광역시 연수구 하모니로36번길 1 (송도동, 자인갤러리 1층)",카페엘림,폐업,인천광역시 연수구 송도동 3-22번지 자인갤러리 1층 ,폐업,20120813,20120910,37.3917559,126.6508643
195,cafe,purple,"인천광역시 연수구 인천타워대로 323 (송도동, 송도센트로드상가동 지상3층 D301호)",에스비씨카페,폐업,인천광역시 연수구 송도동 30-3번지 송도센트로드상가동 지상3층 D301호호,폐업,20120328,20160708,37.3985217,126.6300919
196,cafe,purple,"인천광역시 연수구 아트센터대로 131, 175,229호 (송도동, 커넬워크D2 175호,229호)",카페라리,영업,"인천광역시 연수구 송도동 19-1번지 커넬워크D2 175호,229호 175,229호",운영중,20120402,,37.3993232,126.6369138
197,cafe,purple,"인천광역시 연수구 아트센터대로 107, 302동 2층 225호 (송도동, 커넬워크 D3 상가)",카페라,폐업,인천광역시 연수구 송도동 18-1번지 커넬워크 D3 상가 302동 225호,폐업,20120607,20130509,37.400886,126.6386
198,cafe,purple,"인천광역시 연수구 컨벤시아대로 50 (송도동, 푸르지오월드마크 1단지 135호,136호,146호,147호)",빈스빈스커피 송도점,폐업,"인천광역시 연수구 송도동 20-22번지 푸르지오월드마크 1단지 135호,136호,146호,147호 ",폐업,20120410,20171013,37.3979448,126.6513925
199,cafe,purple,"인천광역시 연수구 인천타워대로 323 (송도동, 센트로드 상가동 D146호)",커피파이브(COFFEE 5),영업,인천광역시 연수구 송도동 30-3번지 센트로드 상가동 1층 D146호 ,운영중,20120614,,37.3985217,126.6300919
200,cafe,purple,"인천광역시 연수구 해돋이로84번길 29 (송도동, 송도풍림아이원아파트 상가동 101호)",커피베이 송도점,영업,인천광역시 연수구 송도동 3-13번지 송도풍림아이원아파트 상가동 101호 ,운영중,20120413,,37.390866,126.652934
201,cafe,purple,"인천광역시 연수구 컨벤시아대로 130-58 (송도동, 송도자이하버뷰1단지 상가A동 106호)",요거프레소 송도자이점,폐업,인천광역시 연수구 송도동 19-6번지 송도자이하버뷰1단지 상가A동 106호 ,폐업,20120419,20131108,37.3928296,126.6426712
202,cafe,purple,"인천광역시 연수구 신송로125번길 7, 1층 109호 (송도동)",송도카페,영업,인천광역시 연수구 송도동 3-5번지 이리옴프라자 109호,운영중,20120621,,37.3948805,126.6515593
203,cafe,purple,"인천광역시 연수구 컨벤시아대로42번길 8 (송도동, 송도코오롱더프라우 1단지 102동 112호)",아카페,폐업,인천광역시 연수구 송도동 15-12번지 송도코오롱더프라우 102동 112호 ,폐업,20120427,20121031,37.4013085,126.648955
204,cafe,purple,"인천광역시 연수구 아트센터대로 107 (송도동, 커넬워크D3 156호)",카페베네 커넬워크점,폐업,인천광역시 연수구 송도동 18-1번지 커넬워크 D3 156호 ,폐업,20120420,20160415,37.400785,126.637915
205,cafe,purple,"인천광역시 연수구 아트센터대로 87 (송도동, 커넬워크 D4 402동 171호, 175호)",커피드롭(COFFEEDROP),영업,"인천광역시 연수구 송도동 17-1번지 커넬워크 D4 402동 171호, 175호 ",운영중,20120905,,37.4004283,126.6382677
206,cafe,purple,"인천광역시 연수구 해돋이로 107 (송도동, 더�렵蚌뵈�월드 E동 5호)",아틀리에,폐업,인천광역시 연수구 송도동 4-1번지 더�렵蚌뵈�월드 E동 5호 ,폐업,20120504,20120604,37.3910848,126.6480396
207,cafe,purple,인천광역시 연수구 갯벌로 12 (송도동),공정무역가게 나눔카페미추홀타워점,영업,인천광역시 연수구 송도동 7-50번지 송도테크노파크 벤처A동 지하1층 ,운영중,20120315,,37.3817461,126.6534786
208,cafe,purple,"인천광역시 연수구 센트럴로 232 (송도동, 센트럴파크상가 E동 173,174호)",에이이지(AEG),폐업,"인천광역시 연수구 송도동 23-3번지 센트럴파크상가 E동 173,174호 ",폐업,20120927,20130708,37.3968551,126.6376186
209,cafe,purple,"인천광역시 연수구 해돋이로 107 (송도동, 4-1번지더샵퍼스트월드H동102호)",라센느,폐업,인천광역시 연수구 송도동 4-1번지 송도더샵퍼스트월드H동102호내 ,폐업,20120111,20130125,37.3910848,126.6480396
210,cafe,purple,"인천광역시 연수구 컨벤시아대로 116 (송도동,송도푸르지오월드마크7단지 132호(지상1층))",락쉬미,폐업,인천광역시 연수구 송도동 22-21번지 송도푸르지오월드마크7단지 132호(지상1층) ,폐업,20110404,20130531,37.3932555,126.6462388
211,cafe,purple,"인천광역시 연수구 해송로 143, 137동 1층 4-2호 (송도동, 송도웰카운티1단지(지상1층))",런던 에스이텐(London SE10),폐업,인천광역시 연수구 송도동 9-31번지 송도웰카운티1단지(지상1층) 137동 4-2호,폐업,20091123,20141204,37.3774137,126.6482229
212,cafe,purple,"인천광역시 연수구 컨벤시아대로 60 (송도동, 대우월드마크 2단지 140호)",안젤로니아,폐업,인천광역시 연수구 송도동 20-23번지 대우월드마크 2단지 140호 ,폐업,20111117,20120925,37.395753,126.64898
213,cafe,purple,"인천광역시 연수구 센트럴로 232 (송도동, E동, 101,102,103,110호)",엔제리너스 송도센트럴파크점,폐업,"인천광역시 연수구 송도동 23-3번지 E동, 101,102,103,110호 ",폐업,20111118,20161017,37.3968551,126.6376186
214,cafe,purple,"인천광역시 연수구 인천타워대로54번길 9 (송도동, 에몬스 프라자 111호 지상1층)",카페 헬레나,폐업,인천광역시 연수구 송도동 9-19번지 에몬스 프라자 111호 지상1층 ,폐업,20111216,20161010,37.3788896,126.6460929
215,cafe,purple,"인천광역시 연수구 센트럴로 232 (송도동, 센트럴파크 A동 111호)",카페 인 차통,폐업,인천광역시 연수구 송도동 23-3번지 센트럴파크 A동 111호 ,폐업,20130905,20160629,37.3968551,126.6376186
216,cafe,purple,"인천광역시 연수구 아트센터대로 131, 201동 지상1,2층 101,201호 (송도동, 송도커넬워크)",스타벅스 송도커넬워크점,영업,인천광역시 연수구 송도동 19-1번지 송도커넬워크 2D 201동 ,운영중,20131127,,37.3993232,126.6369138
217,cafe,purple,"인천광역시 연수구 아트센터대로 131 (송도동, 커넬워크 202동 171호)",누베떼(송도점),폐업,인천광역시 연수구 송도동 19-1번지 커넬워크 202동 171호 ,폐업,20130806,20171026,37.3991807,126.6367117
218,cafe,purple,"인천광역시 연수구 컨벤시아대로 100, 601동 지상1층 126,127호 (송도동, 힐스테이트)",카페 두 다트,폐업,인천광역시 연수구 송도동 21-65번지 힐스테이트 601동 ,폐업,20131014,20141112,37.3943319,126.647307
219,cafe,purple,"인천광역시 연수구 아트센터대로 107 (송도동, 송도커넬워크 302동 153호)",송도커넬워크 하트레첼,폐업,인천광역시 연수구 송도동 18-1번지 송도커넬워크 302동 153호 ,폐업,20130711,20151231,37.400785,126.637915
220,cafe,purple,"인천광역시 연수구 아트센터대로 149 (송도동, 송도커넬워크 101동 103,105호)",송도커넬워크 모뉴망,폐업,"인천광역시 연수구 송도동 23-1번지 송도커넬워크 101동 103,105호 ",폐업,20130731,20160523,37.3978937,126.6353511
221,cafe,purple,"인천광역시 연수구 컨벤시아대로 50, 1층 106호 (송도동, 송도푸르지오월드마크 1단지)",카페 테라스,폐업,인천광역시 연수구 송도동 20-22번지 송도푸르지오월드마크 1단지 106호,폐업,20131021,20140122,37.3979448,126.6513925
222,cafe,purple,"인천광역시 연수구 아트센터대로 131 (송도동, D2 215호)",루고 송도커넬워크점,폐업,인천광역시 연수구 송도동 19-1번지 D2 215호 ,폐업,20130522,20160729,37.3991807,126.6367117
223,cafe,purple,"인천광역시 연수구 센트럴로 232 (송도동,A동 122호,123호 지상1층)",오드리 햅번,폐업,"인천광역시 연수구 송도동 23-3번지 A동 122호,123호 지상1층 ",폐업,20110809,20140325,37.3968551,126.6376186
224,cafe,purple,"인천광역시 연수구 컨벤시아대로 60, 123호 (송도동, 송도푸르지오월드마크2단지)",레드도어(Red Door),영업,인천광역시 연수구 송도동 20-23번지 송도푸르지오월드마크2단지 123호,운영중,20131028,,37.3973377,126.6506942
225,cafe,purple,"인천광역시 연수구 아트센터대로 107 (송도동, 커넬워크 301동 138호)",뜨라몬또,폐업,인천광역시 연수구 송도동 18-1번지 커넬워크 301동 138호 ,폐업,20130507,20150626,37.400785,126.637915
226,cafe,purple,"인천광역시 연수구 센트럴로 194 (송도동, 센트럴파크2 C동 109호)",바비바비(BOBBY BOBBY),폐업,인천광역시 연수구 송도동 23-4번지 센트럴파크2 C동 109호 ,폐업,20130520,20140822,37.393689,126.6418962
227,cafe,purple,"인천광역시 연수구 하모니로36번길 1 (송도동, 자인갤러리 1층)",카페엘림,폐업,인천광역시 연수구 송도동 3-22번지 자인갤러리 1층 ,폐업,20130522,20170724,37.3917559,126.6508643
231,cafe,purple,"인천광역시 연수구 컨벤시아대로 126 (송도동, 대우월드마크8단지 168호)",캣앤라인,폐업,인천광역시 연수구 송도동 22-22번지 대우월드마크8단지 168호 ,폐업,20130102,20130201,37.3925448,126.6458077
232,cafe,purple,"인천광역시 연수구 컨벤시아대로 81 (송도동, 드림시티 321호)",드림스터디 카페,영업,인천광역시 연수구 송도동 3-2번지 드림시티 321호 ,운영중,20130530,,37.394591,126.6497562
233,cafe,purple,"인천광역시 연수구 송도과학로 85 (송도동, 연세대학교 국제캠퍼스 중앙도서관7층)",트레비앙 7층까페,영업,인천광역시 연수구 송도동 162-1번지 연세대학교 국제캠퍼스 중앙도서관7층 ,운영중,20130605,,37.3825244,126.6711298
234,cafe,purple,"인천광역시 연수구 송도과학로 85 (송도동, 연세대학교 국제캠퍼스 주차장동 학생회관 지하1층)",트레비앙,영업,인천광역시 연수구 송도동 162-1번지 연세대학교 국제캠퍼스 주차장동 학생회관 지하1층 ,운영중,20130605,,37.3825244,126.6711298
235,cafe,purple,"인천광역시 연수구 센트럴로 160 (송도동, 송도센트럴파크푸르지오 판매시설동144,145호)",파쉬(posh),폐업,"인천광역시 연수구 송도동 23-5번지 송도센트럴파크푸르지오 판매시설동144,145호 ",폐업,20130110,20170828,37.3943277,126.640779
236,cafe,purple,"인천광역시 연수구 아트센터대로 107 (송도동, 커넬워크 디3(어텀)제1층 154호)",스노우마운틴,폐업,인천광역시 연수구 송도동 18-1번지 커넬워크 디3(어텀)제1층 154호 ,폐업,20121031,20151118,37.400785,126.637915
237,cafe,purple,"인천광역시 연수구 신송로125번길 13 (송도동, 아크리아 117)",이디야(EDIYA) 송도해양경찰청점,영업,인천광역시 연수구 송도동 3-6번지 아크리아 117 ,운영중,20130402,,37.3944978,126.6511844
238,cafe,purple,"인천광역시 연수구 센트럴로 194 (송도동, 센트럴파크 2 C동 129호,130호)",망고식스 송도센트럴파크점,폐업,"인천광역시 연수구 송도동 23-4번지 센트럴파크 2 C동 129호,130호 ",폐업,20130404,20160201,37.393689,126.6418962
239,cafe,purple,"인천광역시 연수구 하모니로36번길 1 (송도동, 자인갤러리 102호 )",카페엘림,폐업,인천광역시 연수구 송도동 3-22번지 자인갤러리 102호 ,폐업,20121107,20121207,37.3917559,126.6508643
240,cafe,purple,"인천광역시 연수구 해돋이로6번길 7 (송도동, 현대아이파크상가 201호)",카르마(karma),폐업,인천광역시 연수구 송도동 3-46번지 현대아이파크상가 201호 ,폐업,20130410,20150708,37.3877286,126.6562549
241,cafe,purple,"인천광역시 연수구 인천타워대로 323, 상가동 지상1층 D119, D120호 (송도동, 송도센트로드)",카페글렌 송도센트로드점,영업,"인천광역시 연수구 송도동 30-3번지 송도센트로드, 119호,120호 상가동 ",운영중,20130618,,37.3994143,126.6297563
242,cafe,purple,"인천광역시 연수구 컨벤시아대로 116 (송도동, 대우월드마크7단지 109호)",애니커피,영업,인천광역시 연수구 송도동 22-21번지 대우월드마크7단지109호 ,운영중,20120110,,37.3932555,126.6462388
243,cafe,purple,"인천광역시 연수구 센트럴로 194, B동 지상1층 124호 (송도동, 더샵센트럴파크2)",벨로 드 오르쉐,영업,인천광역시 연수구 송도동 23-4번지 더샵센트럴파크2 B동 124호,운영중,20130620,,37.3946302,126.6407177
244,cafe,purple,"인천광역시 연수구 송도미래로 30 (송도동, F동 201호 일부)",라떼야커피(송도스마트밸리점),폐업,인천광역시 연수구 송도동 214번지 F동 201호 일부 ,폐업,20130220,20170217,37.3659652,126.6483186
245,cafe,purple,"인천광역시 연수구 송도미래로 30, F동 221,222호 (송도동, 스마트밸리)",초콜릿앤커피(Chocolate N Coffee),영업,"인천광역시 연수구 송도동 214번지 스마트밸리 F동 221,222호 ",운영중,20130221,,37.3659652,126.6483186
246,cafe,purple,"인천광역시 연수구 송도미래로 30, F동 107호 (송도동, 스마트밸리)",카페톡(Cafe Talk),폐업,인천광역시 연수구 송도동 214번지 스마트밸리 F동 107호 ,폐업,20130221,20130625,37.3659652,126.6483186
247,cafe,purple,"인천광역시 연수구 센트럴로 194 (송도동, A동 101,102,103호)",스타벅스 송도센트럴파크,영업,"인천광역시 연수구 송도동 23-4번지 A동 101,102,103호 ",운영중,20130702,,37.393689,126.6418962
248,cafe,purple,"인천광역시 연수구 해돋이로 130 (송도동, 해양경찰청 1층)",해마루 커피숍,폐업,인천광역시 연수구 송도동 3-8번지 해양경찰청 1층 ,폐업,20130703,20161201,37.3933835,126.6491176
249,cafe,purple,"인천광역시 연수구 센트럴로 194 (송도동, 센트럴파크2 C동 101,102호)",카페네스카페송도센트럴파크점,폐업,"인천광역시 연수구 송도동 23-4번지 센트럴파크2 C동 101,102호 ",폐업,20130506,20150831,37.393689,126.6418962
250,cafe,purple,"인천광역시 연수구 아트센터대로 107, 301동 지상1층 133호 (송도동, 커낼워크 D3)",카페유로패스(Caf'e EURO PASS),영업,인천광역시 연수구 송도동 18-1번지 커낼워크 D3 301동 133호,운영중,20141001,,37.400886,126.6386
251,cafe,purple,"인천광역시 연수구 테크노파크로 180, 다동 지상1층 (송도동, Enjoy & Service)",(주)할리스에프앤비 인천한옥마을점,영업,인천광역시 연수구 송도동 24-17번지 외 3필지 Enjoy & Service 지상1층 다동 ,운영중,20141205,,37.387223,126.6438262
252,cafe,purple,"인천광역시 연수구 신송로118번길 35, 지상1층 (송도동, 송도국제어린이도서관)",카페지브라운,영업,"인천광역시 연수구 송도동 2-1번지 송도국제어린이도서관, 지상1층 ",운영중,20141209,,37.3970268,126.6548818
253,cafe,purple,"인천광역시 연수구 지식기반로 152, 지상1층 (송도동, 송도24호공원 골프연습장)",까페 블루마운틴,영업,인천광역시 연수구 송도동 221-2번지 송도24호공원 골프연습장 지상1층 ,운영중,20141014,,37.356965,126.654341
254,cafe,purple,"인천광역시 연수구 송도미래로 30 (송도동, 스마트밸리 F동 215호)",데일리오커피,영업,인천광역시 연수구 송도동 214번지 스마트밸리 F동 215호 ,운영중,20130215,,37.3659652,126.6483186
255,cafe,purple,"인천광역시 연수구 센트럴로 123, 지상1층 (송도동, 송도컨벤시아  전시장 내)",라메르,폐업,인천광역시 연수구 송도동 6-1번지 송도컨벤시아 지상1층 전시장 내 ,폐업,20141015,20141028,37.3881259,126.6460025
256,cafe,purple,"인천광역시 연수구 아트센터대로 131, 202동 지상1층 168호 (송도동, 커낼워크D2(SUMMER))",엘르디주스(ELLE:D JUICE) 송도커낼워크점,영업,"인천광역시 연수구 송도동 19-1번지 커낼워크D2(SUMMER),지상1층 202동 168호",운영중,20141022,,37.3993232,126.6369138
257,cafe,purple,"인천광역시 연수구 컨벤시아대로 70, 302동 지상1층 117호 (송도동, 인천송도힐스테이트)",카페 더 모먼트(cafe the Moment),폐업,인천광역시 연수구 송도동 21-59번지 인천송도힐스테이트 302동 117호,폐업,20141023,20171129,37.396527,126.6498481
258,cafe,purple,"인천광역시 연수구 컨벤시아대로130번길 32, 지상1층 105호 (송도동, 송도자아하버뷰2단지아파트상가동)",윤군커피,영업,인천광역시 연수구 송도동 19-7번지 송도자아하버뷰2단지아파트상가동 105호,운영중,20141024,,37.3952062,126.6432506
259,cafe,purple,"인천광역시 연수구 송도문화로28번길 28, 201동 지상2층 216,217호 (송도동, 글로벌캠퍼스푸르지오)",설빙 글로벌캠퍼스점,영업,"인천광역시 연수구 송도동 190-2번지 글로벌캠퍼스푸르지오, 216호,217호 201동 ",운영중,20140825,,37.3772435,126.6546055
260,cafe,purple,"인천광역시 연수구 센트럴로 194, A동 지상2층 201호 (송도동, 더샵센트럴파크2)",설빙 센트럴파크점,폐업,"인천광역시 연수구 송도동 23-4번지 더샵센트럴파크2, 지상2층 A동 201호",폐업,20140826,20151229,37.3946302,126.6407177
261,cafe,purple,"인천광역시 연수구 아트센터대로 175 (송도동, 송도아이타워(G-Tower 본동) 2층 일부)",까페 제이에이알비(JARB),영업,인천광역시 연수구 송도동 24-4번지 송도아이타워(G-Tower 본동) 2층 일부 ,운영중,20130814,,37.4001714,126.6378289
262,cafe,purple,"인천광역시 연수구 인천타워대로 99, 지상1층 (송도동, 애니오션빌딩 (102호))",컵 오브 커피 송도점(Cup of Coffee),영업,인천광역시 연수구 송도동 11-104번지 애니오션빌딩 지상1층(102호) ,운영중,20140901,,37.4256467,126.6836586
263,cafe,purple,"인천광역시 연수구 센트럴로 194, C동 지상1층 105호 (송도동, 더샵센트럴파크2)",콜리브리,폐업,인천광역시 연수구 송도동 23-4번지 더샵센트럴파크2 C동 105호,폐업,20140905,20160111,37.3946302,126.6407177
264,cafe,purple,"인천광역시 연수구 테크노파크로 193, 지상1층 (송도동, 송도센트럴파크호텔)",로비라운지 파노라마(송도센트럴파크호텔),폐업,인천광역시 연수구 송도동 38번지 송도센트럴파크호텔 지상1층 ,폐업,20140911,20140922,37.387223,126.6438262
265,cafe,purple,"인천광역시 연수구 송도문화로28번길 28, 202동 지상1층 108호 (송도동, 송도글로벌캠퍼스푸르지오)",윤군커피,폐업,인천광역시 연수구 송도동 190-2번지 송도글로벌캠퍼스푸르지오 202동 108호,폐업,20140912,20170626,37.3772435,126.6546055
266,cafe,purple,"인천광역시 연수구 아카데미로 119, 지상2층 (송도동, 교수회관)",카페드림,폐업,인천광역시 연수구 송도동 12-1번지 지상2층(교수회관) ,폐업,20110317,20170320,37.3750804,126.632814
